0.049915;0.83897;1
0.7105;0.96533;1
0.71941;0.57781;0
0.98777;0.81669;1
0.55413;0.21725;1
0.46603;0.60873;1
0.6696;0.36104;1
0.62505;0.25122;1
0.3462;0.44168;0
0.87742;0.096713;1
0.67036;0.23643;1
0.20029;0.56618;0
0.41092;0.34048;1
0.61538;0.0682;1
0.91438;0.92748;1
0.32084;0.81793;1
0.97271;0.81768;1
0.5021;0.93637;1
0.55291;0.75494;1
0.26549;0.28941;0
0.66825;0.97713;1
0.26362;0.48434;0
0.40155;0.47245;0
0.026915;0.15302;1
0.44281;0.10247;1
0.874;0.070083;1
0.53038;0.47227;0
0.013912;0.68102;1
0.70959;0.96436;1
0.0086715;0.57791;1
0.34189;0.56081;1
0.54666;0.88251;1
0.058062;0.22282;1
0.68989;0.39423;1
0.56305;0.39791;1
0.038582;0.16249;1
0.58375;0.63446;1
0.81412;0.19125;1
0.33575;0.075088;1
0.085992;0.64862;1
0.57947;0.0051262;1
0.34156;0.3358;1
0.93876;0.98018;1
0.79697;0.83086;1
0.11097;0.872;1
0.48876;0.63404;1
0.31065;0.2979;0
0.47121;0.0010148;1
0.67282;0.583;0
0.60624;0.43299;0
0.87084;0.7339;1
0.22774;0.5563;0
0.68416;0.25988;1
0.84427;0.23373;1
0.052013;0.0078657;1
0.37485;0.64313;1
0.048747;0.763;1
0.75122;0.72244;1
0.54377;0.41389;1
0.71123;0.038753;1
0.29535;0.9049;1
0.46027;0.013699;1
0.2924;0.58643;0
0.61026;0.49114;0
0.84771;0.1682;1
0.75347;0.66045;1
0.42844;0.17318;1
0.7307;0.30228;1
0.94447;0.47677;1
0.48109;0.86045;1
0.14616;0.77562;1
0.27484;0.62905;0
0.95963;0.27283;1
0.08877;0.74005;1
0.83717;0.41324;1
0.26774;0.5259;0
0.16915;0.31085;0
0.85286;0.29395;1
0.14302;0.50273;1
0.25265;0.54318;0
0.8769;0.31455;1
0.44057;0.10573;1
0.0037506;0.031364;1
0.15853;0.94655;1
0.43246;0.29298;1
0.00074686;0.78723;1
0.1347;0.46322;1
0.47233;0.30006;1
0.48317;0.20634;1
0.99159;0.94301;1
0.83976;0.67307;1
0.2817;0.52931;0
0.42037;0.60836;1
0.29931;0.48969;0
0.49707;0.76934;1
0.83657;0.17354;1
0.47121;0.558;0
0.76165;0.17213;1
0.34036;0.31378;1
0.77554;0.44078;0
0.55165;0.81982;1
0.30736;0.45737;0
0.12094;0.22576;1
0.42458;0.13911;1
0.5669;0.11463;1
0.7134;0.1681;1
0.45249;0.15201;1
0.17379;0.74202;1
0.06728;0.55465;1
0.073423;0.10626;1
0.50178;0.056028;1
0.065872;0.1138;1
0.63833;0.79553;1
0.56398;0.27147;1
0.31338;0.56779;1
0.66365;0.16207;1
